1740091018514757000, 1, cover, 19, 333, 202, 270
1740091018514757000, 2, loads, 198, 313, 471, 263
1740091018514757000, 3, forklift, 329, 486, 274, 378
1740091018514757000, 4, humans, 1292, 524, 68, 202
1740091018514757000, 5, truck, 0, 237, 1335, 459
1740091018668280000, 0, vest, 1309, 553, 49, 70
1740091018668280000, 1, cover, 18, 333, 202, 270
1740091018668280000, 2, loads, 198, 313, 471, 263
1740091018668280000, 3, forklift, 331, 484, 273, 376
1740091018668280000, 4, humans, 1292, 524, 68, 202
1740091018668280000, 5, truck, 0, 237, 1335, 459
1740091018761383000, 0, vest, 1309, 553, 49, 70
1740091018761383000, 1, cover, 18, 333, 203, 269
1740091018761383000, 2, loads, 198, 313, 471, 264
1740091018761383000, 3, forklift, 333, 482, 272, 376
1740091018761383000, 4, humans, 1292, 524, 68, 202
1740091018761383000, 5, truck, 0, 237, 1336, 459
1740091018865211000, 0, vest, 1309, 553, 49, 70
1740091018865211000, 1, cover, 18, 333, 202, 269
1740091018865211000, 2, loads, 197, 313, 472, 264
1740091018865211000, 3, forklift, 334, 480, 272, 375
1740091018865211000, 4, humans, 1292, 524, 68, 202
1740091018865211000, 5, truck, 0, 237, 1337, 459
1740091018964506000, 0, vest, 1309, 553, 49, 70
1740091018964506000, 1, cover, 18, 333, 203, 269
1740091018964506000, 2, loads, 197, 312, 472, 264
1740091018964506000, 3, forklift, 335, 480, 272, 374
1740091018964506000, 4, humans, 1292, 524, 68, 202
1740091018964506000, 5, truck, 0, 238, 1338, 459
1740091019015303000, 0, vest, 1309, 553, 49, 70
1740091019015303000, 1, cover, 17, 333, 203, 269
1740091019015303000, 2, loads, 197, 312, 472, 264
1740091019015303000, 3, forklift, 335, 479, 273, 372
1740091019015303000, 4, humans, 1292, 524, 68, 202
1740091019015303000, 5, truck, 1, 238, 1338, 459
1740091019117199000, 0, vest, 1309, 553, 49, 70
1740091019117199000, 1, cover, 19, 333, 201, 269
1740091019117199000, 2, loads, 197, 312, 473, 265
1740091019117199000, 3, forklift, 337, 475, 273, 373
1740091019117199000, 4, humans, 1292, 524, 68, 202
1740091019117199000, 5, truck, 2, 239, 1338, 459
1740091019219660000, 0, vest, 1309, 553, 49, 70
1740091019219660000, 1, cover, 21, 333, 199, 270
1740091019219660000, 2, loads, 197, 312, 473, 265
1740091019219660000, 3, forklift, 337, 471, 273, 375
1740091019219660000, 4, humans, 1292, 524, 68, 202
1740091019219660000, 5, truck, 3, 239, 1337, 459
1740091019312884000, 0, vest, 1309, 553, 49, 70
1740091019312884000, 1, cover, 21, 333, 199, 270
1740091019312884000, 2, loads, 197, 312, 473, 265
1740091019312884000, 3, forklift, 336, 469, 274, 376
1740091019312884000, 4, humans, 1292, 524, 68, 202
1740091019312884000, 5, truck, 2, 240, 1337, 459
1740091019411909000, 0, vest, 1309, 554, 49, 69
1740091019411909000, 1, cover, 21, 333, 199, 270
1740091019411909000, 2, loads, 197, 312, 473, 266
1740091019411909000, 3, forklift, 336, 465, 275, 377
1740091019411909000, 4, humans, 1291, 523, 68, 202
1740091019411909000, 5, truck, 0, 239, 1337, 459
1740091019514786000, 0, vest, 1309, 554, 49, 69
1740091019514786000, 1, cover, 21, 333, 198, 270
1740091019514786000, 2, loads, 197, 311, 473, 266
1740091019514786000, 3, forklift, 336, 462, 275, 376
